,Manager Name,Year,Month,AUM (crs),Turnover Ratio,Return
983,LAPIS INDIA CAPITAL ADVISORS PRIVATE LIMITED,2021,March,53.3826,0.0465,2.8197
984,LAPIS INDIA CAPITAL ADVISORS PRIVATE LIMITED,2021,April,52.88,0.04,-1.3
985,LAPIS INDIA CAPITAL ADVISORS PRIVATE LIMITED,2021,May,58.72,0.08,5.91
986,LAPIS INDIA CAPITAL ADVISORS PRIVATE LIMITED,2021,June,76.14,0.03,3.78
987,LAPIS INDIA CAPITAL ADVISORS PRIVATE LIMITED,2021,July,76.01,0.01,1.11
988,LIC MUTUAL FUND ASSET MANAGEMENT LTD,2021,March,1688.18,0.06,0.61
989,LIC MUTUAL FUND ASSET MANAGEMENT LTD,2021,March,1688.18,0.06,0.61
990,LIC MUTUAL FUND ASSET MANAGEMENT LTD,2021,March,1688.18,0.06,0.61
991,M/S JHP SECURITIES PRIVATE LIMITED,2021,March,40.93526,0.021,-1.43
992,M/S JHP SECURITIES PRIVATE LIMITED,2021,April,43.09368,0.053,1.23
993,M/S JHP SECURITIES PRIVATE LIMITED,2021,May,47.17308,0.056,6.92
994,M/S JHP SECURITIES PRIVATE LIMITED,2021,June,51.59043,0.053,4.35
995,M/S JHP SECURITIES PRIVATE LIMITED,2021,July,55.44573,0.04,7.38
996,M/s JHP Securities Private Limited,2021,March,40.93526,0.021,-1.43
997,M/s JHP Securities Private Limited,2021,April,43.09368,0.053,1.23
998,M/s JHP Securities Private Limited,2021,May,47.17308,0.056,6.92
999,M/s JHP Securities Private Limited,2021,June,51.59043,0.053,4.35
1000,M/s JHP Securities Private Limited,2021,July,55.44573,0.04,7.38
1001,Marathon Trends Advisory Private Limited,2021,March,194.97,0.05,2.33
1002,Marathon Trends Advisory Private Limited,2021,April,201.26,0.04,3.14
1003,Marathon Trends Advisory Private Limited,2021,May,211.8,0.05,4.15
1004,Marathon Trends Advisory Private Limited,2021,June,223.22,0.07,4.13
1005,Marathon Trends Advisory Private Limited,2021,July,234.31,0.06,4.65
1006,Marcellus Investment Managers Private Limited,2021,March,4627.26,0.1,2.4
1007,Marcellus Investment Managers Private Limited,2021,April,4880.72,0.05,-0.11
1008,Marcellus Investment Managers Private Limited,2021,May,5615.11,0.08,8.56
1009,Marcellus Investment Managers Private Limited,2021,June,5944.34,0.07,1.92
1010,Marcellus Investment Managers Private Limited,2021,July,6864.99,0.12,2.27
1011,MARFATIA STOCK BROKING PRIVATE LIMITED,2021,March,17.692,0.241,1.419
1012,MARFATIA STOCK BROKING PRIVATE LIMITED,2021,March,17.692,0.241,1.419
1013,MASTER PORTFOLIO SERVICES LTD,2021,March,546.678,3.41,0.76
1014,MASTER PORTFOLIO SERVICES LTD,2021,April,628.16,0.46818,0.31
1015,MASTER PORTFOLIO SERVICES LTD,2021,May,673.872,5.28,0.65
1016,MASTER PORTFOLIO SERVICES LTD,2021,June,717.592,5.16,0.64
1017,MASTER PORTFOLIO SERVICES LTD,2021,July,788.909,3.53,0.61
1018,MASTER PORTFOLIO SERVICES LTD,2021,March,546.678,3.41,0.76
1019,MASTER PORTFOLIO SERVICES LTD,2021,April,628.16,0.46818,0.31
1020,MASTER PORTFOLIO SERVICES LTD,2021,May,673.872,5.28,0.65
1021,MASTER PORTFOLIO SERVICES LTD,2021,June,717.592,5.16,0.64
1022,MASTER PORTFOLIO SERVICES LTD,2021,July,788.909,3.53,0.61
1023,MEHTA EQUITIES LIMITED,2021,March,22.41,0.07,-0.17
1024,MEHTA EQUITIES LIMITED,2021,April,23.77,0.08,6.03
1025,MEHTA EQUITIES LIMITED,2021,May,26.68,0.03,12.27
1026,MEHTA EQUITIES LIMITED,2021,June,29.89,0.01,10.71
1027,MEHTA EQUITIES LIMITED,2021,July,31.8,0.04,6.08
1028,Merisis Advisors Private Limited,2021,March,0.76,0.0,0.52
1029,Merisis Advisors Private Limited,2021,April,0.78,0.0,2.19
1030,Merisis Advisors Private Limited,2021,May,0.82,0.0,5.28
1031,Merisis Advisors Private Limited,2021,June,0.84,0.0,2.16
1032,Merisis Advisors Private Limited,2021,July,0.86,0.0,1.99
1033,MICROSEC WEALTH MANAGEMENT LIMITED,2021,March,70.9,0.36,1.36
1034,MICROSEC WEALTH MANAGEMENT LIMITED,2021,April,71.78,0.0,1.34
1035,MICROSEC WEALTH MANAGEMENT LIMITED,2021,May,76.24,0.0,6.28
1036,MICROSEC WEALTH MANAGEMENT LIMITED,2021,June,87.64,0.32,3.14
1037,MICROSEC WEALTH MANAGEMENT LIMITED,2021,July,130.71,0.6,4.98
1038,Mittal Analytics Private Limited,2021,March,46.82,0.05,-1.85
1039,Mittal Analytics Private Limited,2021,April,54.5,0.08,16.19
1040,Mittal Analytics Private Limited,2021,May,61.0,0.06,12.01
1041,Mittal Analytics Private Limited,2021,June,72.1,0.07,17.92
1042,Mittal Analytics Private Limited,2021,July,91.11,0.07,21.67
1043,MIV INVESTMENT SERVICES PVT. LTD.,2021,March,685.05371,0.094,-0.45
1044,MIV INVESTMENT SERVICES PVT. LTD.,2021,April,729.98493,0.166,5.47
1045,MIV INVESTMENT SERVICES PVT. LTD.,2021,May,840.51098,0.205,8.34
1046,MIV INVESTMENT SERVICES PVT. LTD.,2021,June,903.20209,0.145,7.55
1047,MIV INVESTMENT SERVICES PVT. LTD.,2021,July,970.07208,0.099,7.29
1048,MIV INVESTMENT SERVICES PVT. LTD.,2021,March,685.05371,0.094,-0.45
1049,MIV INVESTMENT SERVICES PVT. LTD.,2021,April,729.98493,0.166,5.47
1050,MIV INVESTMENT SERVICES PVT. LTD.,2021,May,840.51098,0.205,8.34
1051,MIV INVESTMENT SERVICES PVT. LTD.,2021,June,903.20209,0.145,7.55
1052,MIV INVESTMENT SERVICES PVT. LTD.,2021,July,970.07208,0.099,7.29
1053,MOAT FINANCIAL SERVICES PRIVATE LIMITED,2021,March,8.19,0.03,1.05
1054,MOAT FINANCIAL SERVICES PRIVATE LIMITED,2021,April,8.54,0.01,6.12
1055,MOAT FINANCIAL SERVICES PRIVATE LIMITED,2021,May,9.6,0.16,5.52
1056,MOAT FINANCIAL SERVICES PRIVATE LIMITED,2021,June,10.31,0.17,5.76
1057,MOAT FINANCIAL SERVICES PRIVATE LIMITED,2021,July,10.98,0.22,3.0
1058,Moat Financial Services Private Limited,2021,March,8.19,0.03,1.05
1059,Moat Financial Services Private Limited,2021,April,8.54,0.01,6.12
1060,Moat Financial Services Private Limited,2021,May,9.6,0.16,5.52
1061,Moat Financial Services Private Limited,2021,June,10.31,0.17,5.76
1062,Moat Financial Services Private Limited,2021,July,10.98,0.22,3.0
1063,MONEYBEE SECURITIES PRIVATE LIMITED,2021,March,21.7175,0.127,4.6
1064,MONEYBEE SECURITIES PRIVATE LIMITED,2021,April,22.8587,0.1931,5.3
1065,MONEYBEE SECURITIES PRIVATE LIMITED,2021,May,27.0494,0.1044,15.0
1066,MONEYBEE SECURITIES PRIVATE LIMITED,2021,June,31.2511,0.1305,13.1
1067,MONEYBEE SECURITIES PRIVATE LIMITED,2021,July,35.9664,0.0987,12.2
1068,MONEYBEE SECURITIES PRIVATE LIMITED,2021,March,21.7175,0.127,4.6
1069,MONEYBEE SECURITIES PRIVATE LIMITED,2021,April,22.8587,0.1931,5.3
1070,MONEYBEE SECURITIES PRIVATE LIMITED,2021,May,27.0494,0.1044,15.0
1071,MONEYBEE SECURITIES PRIVATE LIMITED,2021,June,31.2511,0.1305,13.1
1072,MONEYBEE SECURITIES PRIVATE LIMITED,2021,July,35.9664,0.0987,12.2
1073,Moneylife Advisory Services Pvt Ltd,2021,March,62.26,0.2,-1.41
1074,Moneylife Advisory Services Pvt Ltd,2021,April,67.77,0.19,7.79
1075,Moneylife Advisory Services Pvt Ltd,2021,May,72.09,0.13,3.64
1076,Moneylife Advisory Services Pvt Ltd,2021,June,78.04,0.05,4.28
1077,Moneylife Advisory Services Pvt Ltd,2021,July,81.91,0.09,3.49
1078,MOPE INVESTMENT ADVISORS PRIVATE LIMITED,2021,March,71.85457,0.0,0.0
1079,MOPE INVESTMENT ADVISORS PRIVATE LIMITED,2021,April,71.85457,0.0,0.0
1080,MOPE INVESTMENT ADVISORS PRIVATE LIMITED,2021,May,71.85457,0.0,44.76
1081,MOPE INVESTMENT ADVISORS PRIVATE LIMITED,2021,June,71.85457,0.0,44.76
1082,MOPE INVESTMENT ADVISORS PRIVATE LIMITED,2021,July,71.85457,0.0,44.76
1083,MOPE Investment Advisors Private Limited,2021,March,71.85457,0.0,0.0
1084,MOPE Investment Advisors Private Limited,2021,April,71.85457,0.0,0.0
1085,MOPE Investment Advisors Private Limited,2021,May,71.85457,0.0,44.76
1086,MOPE Investment Advisors Private Limited,2021,June,71.85457,0.0,44.76
1087,MOPE Investment Advisors Private Limited,2021,July,71.85457,0.0,44.76
1088,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,March,14354.50398,0.044,1.87
1089,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,April,14115.91227,0.022,-2.38
1090,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,May,14826.6467,0.068,5.0
1091,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,June,14761.60914,0.061,2.2
1092,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,July,15046.31923,0.051,0.84
1093,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,March,14354.50398,0.044,1.87
1094,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,April,14115.91227,0.022,-2.38
1095,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,May,14826.6467,0.068,5.0
1096,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,June,14761.60914,0.061,2.2
1097,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED,2021,July,15046.31923,0.051,0.84
1098,MOTILAL OSWAL WEALTH MANAGEMENT LIMITED,2021,March,495.76,0.0,0.0
1099,MOTILAL OSWAL WEALTH MANAGEMENT LIMITED,2021,April,512.69,0.039,0.0
1100,MOTILAL OSWAL WEALTH MANAGEMENT LIMITED,2021,May,557.95,0.049,0.0
1101,MOTILAL OSWAL WEALTH MANAGEMENT LIMITED,2021,June,623.86,0.0,0.0
1102,MOTILAL OSWAL WEALTH MANAGEMENT LIMITED,2021,July,685.21,0.082,0.0
1103,MRG INVESTMENT PARTNERS PRIVATE LIMITED,2021,April,8.26,0.03,2.43
1104,MRG INVESTMENT PARTNERS PRIVATE LIMITED,2021,May,9.36,0.04,5.9
1105,MRG INVESTMENT PARTNERS PRIVATE LIMITED,2021,June,9.64,0.02,3.17
1106,MRG INVESTMENT PARTNERS PRIVATE LIMITED,2021,July,10.5,0.02,5.0
1107,MULTI-ACT EQUITY CONSULTANCY PVT LTD,2021,March,1281.85,0.06,-0.66
1108,MULTI-ACT EQUITY CONSULTANCY PVT LTD,2021,April,1288.38,0.02,0.87
1109,MULTI-ACT EQUITY CONSULTANCY PVT LTD,2021,May,1267.51,0.03,4.97
1110,MULTI-ACT EQUITY CONSULTANCY PVT LTD,2021,June,1284.76,0.03,-0.15
1111,MULTI-ACT EQUITY CONSULTANCY PVT LTD,2021,July,1297.03,0.02,0.54
1112,Multi-Act Equity Consultancy Pvt Ltd,2021,March,1281.85,0.06,-0.66
1113,Multi-Act Equity Consultancy Pvt Ltd,2021,April,1288.38,0.02,0.87
1114,Multi-Act Equity Consultancy Pvt Ltd,2021,May,1267.51,0.03,4.97
1115,Multi-Act Equity Consultancy Pvt Ltd,2021,June,1284.76,0.03,-0.15
1116,NARNOLIA FINANCIAL ADVISORS LTD,2021,March,159.64,0.21,-0.66
1117,NARNOLIA FINANCIAL ADVISORS LTD,2021,April,161.29,0.08,0.3
1118,NARNOLIA FINANCIAL ADVISORS LTD,2021,May,156.23,0.08,4.64
1119,NARNOLIA FINANCIAL ADVISORS LTD,2021,June,164.48,0.12,3.38
1120,NARNOLIA FINANCIAL ADVISORS LTD,2021,July,173.22,0.11,3.19
1121,NEGEN CAPITAL SERVICES PRIVATE LIMITED,2021,March,24.4197,0.071,5.3355
1122,NEGEN CAPITAL SERVICES PRIVATE LIMITED,2021,April,30.64,0.12,6.78
1123,NEGEN CAPITAL SERVICES PRIVATE LIMITED,2021,May,41.12,0.24,11.96
1124,NEGEN CAPITAL SERVICES PRIVATE LIMITED,2021,June,50.55,0.17,7.33
1125,NEGEN CAPITAL SERVICES PRIVATE LIMITED,2021,July,58.07,0.09,5.6
1126,Negen Capital Services Private Limited,2021,March,24.4197,0.071,5.3355
1127,Negen Capital Services Private Limited,2021,April,30.64,0.12,6.78
1128,Negen Capital Services Private Limited,2021,May,41.12,0.24,11.96
1129,Negen Capital Services Private Limited,2021,June,50.55,0.17,7.33
1130,Negen Capital Services Private Limited,2021,July,58.07,0.09,5.6
1131,NEW BERRY CAPITALS PVT. LTD.,2021,March,1.69,0.0,-18.17
1132,NEW BERRY CAPITALS PVT. LTD.,2021,April,1.53,0.0,-9.77
1133,NEW BERRY CAPITALS PVT. LTD.,2021,May,1.58,0.0,3.56
1134,New Berry Capitals Pvt. Ltd.,2021,April,1.53,0.0,-9.77
1135,NEW HORIZON WEALTH MANAGEMENT PRIVATE LIMITED,2021,March,1804.92999,0.0,-0.5
1136,NEW HORIZON WEALTH MANAGEMENT PRIVATE LIMITED,2021,March,1804.92999,0.0,-0.5
1137,NINE RIVERS CAPITAL HOLDINGS PRIVATE LIMITED,2021,March,194.88,0.05,12.33
1138,NINE RIVERS CAPITAL HOLDINGS PRIVATE LIMITED,2021,April,199.28,0.06,7.71
1139,NINE RIVERS CAPITAL HOLDINGS PRIVATE LIMITED,2021,May,226.66,0.1,12.18
1140,NINE RIVERS CAPITAL HOLDINGS PRIVATE LIMITED,2021,June,249.78,0.08,2.5
1141,NINE RIVERS CAPITAL HOLDINGS PRIVATE LIMITED,2021,July,264.75,0.03,2.72
1142,Nine Rivers Capital Holdings Private Limited,2021,March,194.88,0.05,12.33
1143,Nine Rivers Capital Holdings Private Limited,2021,April,199.28,0.06,7.71
1144,Nine Rivers Capital Holdings Private Limited,2021,May,226.66,0.1,12.18
1145,Nine Rivers Capital Holdings Private Limited,2021,June,249.78,0.08,2.5
1146,Nine Rivers Capital Holdings Private Limited,2021,July,264.75,0.03,2.72
1147,Nippon Life India Asset Management Limited,2021,March,73150.76,0.05,-0.24
1148,Nippon Life India Asset Management Limited,2021,April,73152.81,0.04,0.2
1149,Nippon Life India Asset Management Limited,2021,May,73022.5,0.05,5.04
1150,Nippon Life India Asset Management Limited,2021,June,73028.06,0.05,2.15
1151,Nippon Life India Asset Management Limited,2021,July,73039.71,0.04,2.37
1152,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,March,2140.9068,0.0674,7.18
1153,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,April,2198.5972,0.1905,1.8
1154,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,May,2373.089,0.152,8.87
1155,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,June,2514.058,0.073,5.79
1156,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,July,2663.56799,0.086,3.05
1157,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,March,2140.9068,0.0674,7.18
1158,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,April,2198.5972,0.1905,1.8
1159,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,May,2373.089,0.152,8.87
1160,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,June,2514.058,0.073,5.79
1161,NJ ASSET MANAGEMENT PRIVATE LIMITED,2021,July,2663.56799,0.086,3.05
1162,O3 SECURITIES PRIVATE LIMITED,2021,March,714.78999,0.05,0.71
1163,O3 SECURITIES PRIVATE LIMITED,2021,April,761.75,0.04,0.32
1164,O3 SECURITIES PRIVATE LIMITED,2021,June,788.76,0.03,0.49
1165,O3 SECURITIES PRIVATE LIMITED,2021,July,734.01,0.04,0.41
1166,O3 Securities Private Limited,2021,March,714.78999,0.05,0.71
1167,O3 Securities Private Limited,2021,April,761.75,0.04,0.32
1168,O3 Securities Private Limited,2021,May,784.85,0.03,0.69
1169,O3 Securities Private Limited,2021,June,788.76,0.03,0.49
1170,O3 Securities Private Limited,2021,July,734.01,0.04,0.41
1171,OCEAN DIAL ASSET MANAGEMENT INDIA PRIVATE LIMITED,2021,March,68.6,0.06,-1.15
1172,OCEAN DIAL ASSET MANAGEMENT INDIA PRIVATE LIMITED,2021,April,83.77,0.11,2.17
1173,OCEAN DIAL ASSET MANAGEMENT INDIA PRIVATE LIMITED,2021,May,97.14,0.03,3.55
1174,OCEAN DIAL ASSET MANAGEMENT INDIA PRIVATE LIMITED,2021,June,100.35,0.01,1.17
1175,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,2021,April,232.64009,0.003,5.44
1176,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,2021,May,261.26403,0.053,12.5
1177,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,2021,June,280.73403,0.057,7.83
1178,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,2021,July,296.00921,0.093,5.77
1179,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,2021,March,220.63166,0.048,-1.26
1180,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,2021,April,232.64009,0.003,5.44
1181,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,2021,May,261.26403,0.053,12.5
1182,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,2021,June,280.73403,0.057,7.83
1183,OHM PORTFOLIO EQUI RESEARCH PVT LTD.,2021,July,296.00921,0.093,5.77
1184,OLD BRIDGE CAPITAL MANAGEMENT PVT. LTD.,2021,March,1021.94,0.09,1.6
1185,OLD BRIDGE CAPITAL MANAGEMENT PVT. LTD.,2021,April,1051.68,0.03,4.16
1186,OLD BRIDGE CAPITAL MANAGEMENT PVT. LTD.,2021,May,1134.41,0.04,9.19
1187,OLD BRIDGE CAPITAL MANAGEMENT PVT. LTD.,2021,June,1167.64,0.1,5.16
1188,OLD BRIDGE CAPITAL MANAGEMENT PVT. LTD.,2021,July,1262.14,0.03,8.39
1189,Old Bridge Capital Management Pvt. Ltd.,2021,March,1021.94,0.09,1.6
1190,Old Bridge Capital Management Pvt. Ltd.,2021,April,1051.68,0.03,4.16
1191,Old Bridge Capital Management Pvt. Ltd.,2021,May,1134.41,0.04,9.19
1192,Old Bridge Capital Management Pvt. Ltd.,2021,June,1167.64,0.1,5.16
1193,Old Bridge Capital Management Pvt. Ltd.,2021,July,1262.14,0.03,8.39
1194,ORO ASSET MANAGEMENT PRIVATE LIMITED,2021,March,1.61,0.48,4.97
1195,ORO ASSET MANAGEMENT PRIVATE LIMITED,2021,April,1.7,0.55,5.58
1196,ORO ASSET MANAGEMENT PRIVATE LIMITED,2021,May,1.76,0.29,3.78
1197,ORO ASSET MANAGEMENT PRIVATE LIMITED,2021,June,1.73,0.55,-1.56
1198,ORO ASSET MANAGEMENT PRIVATE LIMITED,2021,July,2.32,0.58,4.22
1199,P.C.S SECURITIES LIMITED,2021,March,7.93,0.09,-11.13
1200,P.C.S SECURITIES LIMITED,2021,April,7.22,0.35,1.44
1201,P.C.S SECURITIES LIMITED,2021,May,7.14,0.2,2.86
1202,P.C.S SECURITIES LIMITED,2021,June,7.92,0.06,17.0
1203,P.C.S SECURITIES LIMITED,2021,July,8.13,0.11,9.0
1204,P.C.S SECURITIES LIMITED,2021,March,7.93,0.09,-11.13
1205,P.C.S SECURITIES LIMITED,2021,April,7.22,0.35,1.44
1206,P.C.S SECURITIES LIMITED,2021,May,7.14,0.2,2.86
1207,P.C.S SECURITIES LIMITED,2021,June,7.92,0.06,17.0
1208,P.C.S SECURITIES LIMITED,2021,July,8.13,0.11,9.0
1209,PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED,2021,March,7.84,0.34,0.17
1210,PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED,2021,April,16.66,0.42,1.33
1211,PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED,2021,May,17.49,0.15,5.13
1212,PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED,2021,June,18.8,0.35,0.19
1213,PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED,2021,July,24.78,0.58,1.13
1214,Pantomath Fund Managers Private Limited,2021,March,0.32,0.0,-5.93
1215,Pantomath Fund Managers Private Limited,2021,April,0.35,0.0,9.38
1216,Pantomath Fund Managers Private Limited,2021,May,0.39,0.0,10.1
1217,Pantomath Fund Managers Private Limited,2021,June,0.44,0.0,13.22
1218,PARAG PARIKH FINANCIAL ADVISORY SERVICES,2021,March,13.62,0.0,3.82
1219,PARAG PARIKH FINANCIAL ADVISORY SERVICES,2021,April,14.79,0.01,5.6
1220,PARAG PARIKH FINANCIAL ADVISORY SERVICES,2021,May,16.24,0.01,9.82
1221,PARAG PARIKH FINANCIAL ADVISORY SERVICES,2021,June,16.66,0.0,2.32
1222,PARAG PARIKH FINANCIAL ADVISORY SERVICES,2021,July,18.07,0.002,2.33
1223,PARAG PARIKH FINANCIAL ADVISORY SERVICES LIMITED,2021,March,13.62,0.0,3.82
1224,PARAG PARIKH FINANCIAL ADVISORY SERVICES LIMITED,2021,April,14.79,0.01,5.6
1225,PARAG PARIKH FINANCIAL ADVISORY SERVICES LIMITED,2021,May,16.24,0.01,9.82
1226,PARAG PARIKH FINANCIAL ADVISORY SERVICES LIMITED,2021,June,16.66,0.0,2.32
1227,PARAG PARIKH FINANCIAL ADVISORY SERVICES LIMITED,2021,July,18.07,0.002,2.33
1228,PATERSON SECURITIES PRIVATE LTD,2021,March,21.56,0.03,-25.0
1229,PATERSON SECURITIES PRIVATE LTD,2021,March,21.56,0.03,-25.0
1230,Pelican Holdings Private Limited,2021,March,21.49,0.0,-2.48
1231,Pelican Holdings Private Limited,2021,April,22.05,0.04,-1.02
1232,Pelican Holdings Private Limited,2021,May,21.41,0.05,4.48
1233,Pelican Holdings Private Limited,2021,June,21.57,0.0,0.8
1234,Pelican Holdings Private Limited,2021,July,21.85,0.11,0.52
1235,PGIM India Asset Management Private Limited,2021,March,124.6285,0.0173,0.5709
1236,PGIM India Asset Management Private Limited,2021,April,117.58,0.06,0.06
1237,PGIM India Asset Management Private Limited,2021,May,122.58,0.03,6.86
1238,PGIM India Asset Management Private Limited,2021,June,126.36,0.04,4.56
1239,PGIM India Asset Management Private Limited,2021,July,126.01,0.03,1.66
1240,PHILLIPCAPITAL (INDIA) PRIVATE LIMITED,2021,March,179.44719,0.043,0.86
1241,PHILLIPCAPITAL (INDIA) PRIVATE LIMITED,2021,April,186.0026,0.038,-0.87
1242,PHILLIPCAPITAL (INDIA) PRIVATE LIMITED,2021,May,198.41207,0.023,7.6
1243,PHILLIPCAPITAL (INDIA) PRIVATE LIMITED,2021,June,207.01321,0.018,4.34
1244,PHILLIPCAPITAL (INDIA) PRIVATE LIMITED,2021,July,217.42727,0.015,4.57
1245,PhillipCapital (India) Private Limited,2021,March,179.44719,0.043,0.86
1246,PhillipCapital (India) Private Limited,2021,April,186.0026,0.038,-0.87
1247,PhillipCapital (India) Private Limited,2021,May,198.41207,0.023,7.6
1248,PhillipCapital (India) Private Limited,2021,June,207.01321,0.018,4.34
1249,PhillipCapital (India) Private Limited,2021,July,217.42727,0.015,4.57
1250,Pioneer Wealth Management Services Limited,2021,March,1.0,0.0,0.67
1251,Pioneer Wealth Management Services Limited,2021,April,1.04,0.0,4.26
1252,Pioneer Wealth Management Services Limited,2021,May,1.14,0.0,10.16
1253,Pioneer Wealth Management Services Limited,2021,June,1.14,0.0,-0.01
1254,Pioneer Wealth Management Services Limited,2021,July,1.3,0.0,13.65
1255,Piper Serica Advisors Private Limited,2021,March,83.32,0.04,-0.32
1256,Piramal Fund Management Private Limited,2021,March,162.60926,0.0,0.0
1257,Piramal Fund Management Private Limited,2021,April,163.97337,0.0,0.0
1258,Piramal Fund Management Private Limited,2021,May,162.54111,0.0,0.0
1259,Piramal Fund Management Private Limited,2021,June,136.09078,0.0,0.0
1260,Piramal Fund Management Private Limited,2021,July,126.72293,0.0,0.0
1261,Piramal Fund Management Private Limited,2021,March,162.60926,0.0,0.0
1262,Piramal Fund Management Private Limited,2021,April,163.97337,0.0,0.0
1263,Piramal Fund Management Private Limited,2021,May,162.54111,0.0,0.0
1264,Piramal Fund Management Private Limited,2021,June,136.09078,0.0,0.0
1265,Piramal Fund Management Private Limited,2021,July,126.72293,0.0,0.0
1266,PRABHUDAS LILLADHER PVT. LTD.,2021,March,112.75246,0.041,-0.43
1267,PRABHUDAS LILLADHER PVT. LTD.,2021,April,119.27134,0.063,4.13
1268,PRABHUDAS LILLADHER PVT. LTD.,2021,May,128.79188,0.153,9.42
1269,PRABHUDAS LILLADHER PVT. LTD.,2021,June,134.79969,0.083,0.9
1270,PRABHUDAS LILLADHER PVT. LTD.,2021,March,112.75246,0.041,-0.43
1271,PRABHUDAS LILLADHER PVT. LTD.,2021,April,119.27134,0.063,4.13
1272,PRABHUDAS LILLADHER PVT. LTD.,2021,May,128.79188,0.153,9.42
1273,PRABHUDAS LILLADHER PVT. LTD.,2021,June,134.79969,0.083,0.9
1274,PRABHUDAS LILLADHER PVT. LTD.,2021,July,138.99722,0.04,1.34
1275,Prosperity Wealth Management Private Limited,2021,March,3.81,0.26,6.33
1276,Prosperity Wealth Management Private Limited,2021,April,4.13,0.15,10.8
1277,Prosperity Wealth Management Private Limited,2021,May,4.34,0.22,3.79
1278,Prosperity Wealth Management Private Limited,2021,June,4.5,0.19,2.84
1279,Prosperity Wealth Management Private Limited,2021,July,5.36,0.02,8.26
1280,Purnartha Investment Advisers Pvt.Ltd.,2021,March,106.4814,0.1866,0.0
1281,Purnartha Investment Advisers Pvt.Ltd.,2021,April,134.28,0.03,0.62
1282,Purnartha Investment Advisers Pvt.Ltd.,2021,May,231.29,0.23,3.99
1283,Purnartha Investment Advisers Pvt.Ltd.,2021,June,285.25,0.05,7.32
1284,Purnartha Investment Advisers Pvt.Ltd.,2021,July,361.08,0.12,3.25
1285,QED CAPITAL ADVISORS LLP,2021,March,13.545,0.03,-0.1024
1286,QED CAPITAL ADVISORS LLP,2021,April,13.8,0.08,0.07
1287,QED CAPITAL ADVISORS LLP,2021,May,14.69,0.04,2.91
1288,QED CAPITAL ADVISORS LLP,2021,June,15.24,0.2,0.37
1289,QED CAPITAL ADVISORS LLP,2021,July,16.66,0.09,0.36
1290,QED CAPITAL ADVISORS LLP,2021,March,13.545,0.03,-0.1024
1291,QED CAPITAL ADVISORS LLP,2021,April,13.8,0.08,0.07
1292,QED CAPITAL ADVISORS LLP,2021,May,14.69,0.04,2.91
1293,QED CAPITAL ADVISORS LLP,2021,June,15.24,0.2,0.37
1294,QED CAPITAL ADVISORS LLP,2021,July,16.66,0.09,0.36
1295,QRC INVESTMENT ADVISORS LLP,2021,March,17.58,0.09,-0.71
1296,QRC INVESTMENT ADVISORS LLP,2021,April,18.97,0.1,3.08
1297,QRC INVESTMENT ADVISORS LLP,2021,May,20.09,0.08,7.73
1298,QRC INVESTMENT ADVISORS LLP,2021,June,22.13,0.04,3.97
1299,QRC INVESTMENT ADVISORS LLP,2021,July,24.35,0.07,5.37
1300,QUANTUM ADVISORS PVT.LTD.,2021,March,19677.72,0.0,1.1
1301,QUANTUM ADVISORS PVT.LTD.,2021,April,19827.44,0.01,0.5
1302,QUANTUM ADVISORS PVT.LTD.,2021,May,21251.15,0.02,4.6
1303,QUANTUM ADVISORS PVT.LTD.,2021,June,21565.36,0.0,4.1
